country,city,lat,lon,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,population,total_city,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
united states,topeka,39.0473451,-95.6751576,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,126808,4,NA,NA,NA,NA,NA,1,1,1,1,NA
united states,lawrence,38.9716689,-95.2352501,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,97341,15,NA,NA,NA,NA,NA,2,7,3,3,NA
india,panaji,15.4909301,73.8278496,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,65586,5,NA,NA,NA,NA,NA,1,1,NA,2,1
united states,clemson,34.6834382,-82.8373654,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16649,3,NA,NA,NA,1,NA,1,NA,1,NA,NA
united states,college park,38.9896967,-76.93776,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,32303,7,NA,NA,NA,NA,NA,1,1,NA,3,2
iran,qazvin,36.2736589,49.998236,Asia,Southern Asia,Developing economies,21011,1.70E+12,0.797,-0.158038,402748,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
malaysia,putrajaya,2.926361,101.696445,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,67964,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,los angeles,33.9850469,-118.4694832,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,3884307,10,NA,NA,1,1,1,2,NA,4,1,NA
south korea,ulsan,35.5449219,129.328987,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,1165646,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
south korea,cheonan-si,36.815129,127.1138939,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,"NA",6,NA,NA,NA,NA,1,2,1,1,NA,1
united states,sunnyvale,37.36883,-122.0363496,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,152771,9,NA,NA,NA,NA,1,2,3,2,NA,1
pakistan,faisalabad,31.4503662,73.1349605,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,3203846,5,NA,NA,NA,NA,NA,1,NA,NA,2,2
south korea,seoul,37.6026957,126.9291119,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,10197604,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
india,omerga,17.8397675,76.6222433,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",3,NA,NA,NA,NA,NA,2,1,NA,NA,NA
south korea,goyang-si,37.6583599,126.8320201,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,903000,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA
united states,murrieta,33.5539143,-117.2139232,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,111674,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA
united states,new london,41.3556539,-72.0995209,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,27072,13,NA,NA,NA,2,2,3,2,2,NA,2
argentina,santa fe,-31.6106578,-60.697294,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,489505,6,NA,NA,NA,1,NA,NA,1,2,1,1
iran,shahin shahr,32.8796692,51.5465539,Asia,Southern Asia,Developing economies,21011,1.70E+12,0.797,-0.158038,173329,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
iran,kish,26.5324775,53.9867949,Asia,Southern Asia,Developing economies,21011,1.70E+12,0.797,-0.158038,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
israel,jerusalem,31.768319,35.21371,Asia,Western Asia,Developed economies,38868,3.39E+11,0.906,1.3146,891977,12,NA,1,2,1,NA,2,3,1,1,1
united states,missoula,46.8721284,-113.9940314,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,90218,3,NA,NA,NA,1,1,NA,1,NA,NA,NA
united states,tuscaloosa,33.2098407,-87.5691735,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,154204,4,NA,NA,NA,NA,NA,NA,1,2,1,NA
colombia,chia,4.8615787,-74.0325368,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,135752,3,NA,NA,NA,NA,NA,NA,1,1,NA,1
united states,abilene,32.4487364,-99.7331439,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,122225,5,NA,NA,NA,NA,NA,NA,2,1,1,1
united states,mesa,33.4151843,-111.8314724,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,484587,6,1,NA,1,1,1,NA,1,NA,1,NA
syria,damascus,33.5138073,36.2765279,Asia,Western Asia,Developing economies,2033,40405006007,0.549,-0.744963,1680000,20,NA,1,NA,NA,NA,NA,5,8,5,1
malaysia,cyberjaya,2.921318,101.6559349,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",6,NA,1,1,NA,1,NA,1,NA,1,1
united states,irmo,34.0859829,-81.1831513,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,12250,4,NA,NA,NA,1,1,1,1,NA,NA,NA
china,mianyang,31.46746,104.679004,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,1396000,7,NA,NA,2,3,1,NA,1,NA,NA,NA
united states,west long branch,40.2903891,-74.0176381,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,7972,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
canada,aklavik,68.219916,-135.0077881,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,alma,43.3789199,-84.6597274,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16224,3,NA,NA,NA,1,NA,NA,1,1,NA,NA
japan,matsumoto,36.2380434,137.9719897,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,243293,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
united states,los angeles,34.0211224,-118.3964665,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,3884307,12,NA,NA,NA,1,1,NA,2,4,2,2
hong kong,kowloon,22.3369319,114.1763367,Asia,Eastern Asia,Developing economies,61500,4.56E+11,"NA","NA",2265100,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
united states,gig harbor,47.329264,-122.5801293,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,9507,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA
united states,summit,40.7146376,-74.3646122,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,22323,10,NA,NA,NA,NA,1,1,2,2,2,2
kazakhstan,ust'-kamenogorsk,49.9749295,82.6017244,Asia,Central Asia,Transition economies,26491,4.78E+11,0.817,0.0883664,330352,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
india,badlapur,19.1667854,73.2367896,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
united states,pleasanton,37.6604484,-121.8757968,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,83007,5,NA,NA,NA,NA,NA,NA,2,1,2,NA
united states,potomac,39.0181651,-77.2085914,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,45780,3,NA,NA,NA,NA,NA,NA,1,1,NA,1
argentina,san carlos de bariloche,-41.1334722,-71.3102778,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,95394,5,NA,NA,NA,NA,NA,NA,1,1,2,1
united states,homestead,25.4687224,-80.4775569,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,69907,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,tumwater,47.0073187,-122.9093063,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,22973,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
south korea,seoul,37.5172363,127.0473248,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,10197604,3,NA,NA,NA,1,NA,NA,1,1,NA,NA
united states,jupiter,26.9342246,-80.0942087,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,64976,9,1,NA,NA,NA,3,1,1,1,1,1
japan,hamamatsu,34.7102752,137.7274159,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,797980,17,NA,NA,NA,NA,NA,NA,1,5,5,6
philippines,cebu,10.607936,123.8857747,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,922611,11,NA,NA,NA,NA,NA,1,5,2,3,NA
japan,shizuoka,35.0929397,138.3190276,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,704989,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
united states,bismarck,46.8083268,-100.7837392,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,97457,8,NA,NA,NA,NA,NA,NA,2,2,2,2
united states,new port richey,28.2441768,-82.7192671,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16256,5,NA,1,NA,NA,NA,NA,1,1,1,1
south korea,jeonju-si,35.8242238,127.1479532,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,711424,9,NA,NA,3,1,2,2,1,NA,NA,NA
canada,kamloops,50.674522,-120.3272675,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,97842,3,NA,NA,NA,NA,NA,1,1,NA,NA,1
united states,cedar falls,42.5348993,-92.4453161,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,41570,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,pennsburg,40.3909328,-75.4921248,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
philippines,taguig,14.5408671,121.0503183,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,804915,5,NA,NA,NA,1,NA,NA,1,1,1,1
united states,syracuse,43.0481221,-76.1474244,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,143378,11,NA,NA,NA,NA,1,1,2,3,2,2
united states,niceville,30.5168639,-86.482172,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,15249,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,sault ste. marie,46.4977115,-84.3475876,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,12637,3,NA,NA,NA,NA,NA,NA,1,1,1,NA
suriname,paramaribo,5.8520355,-55.2038278,Americas,South America,Developing economies,15002,8558820521,0.724,"NA",240924,5,NA,NA,NA,NA,1,1,1,1,NA,1
united states,las vegas,36.1699412,-115.1398296,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,632912,19,NA,NA,1,4,1,1,3,5,2,2
pakistan,gujrat,32.5730725,74.1005044,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,301506,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
canada,clair,47.2534292,-68.6052922,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,new city,41.1475954,-73.989306,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,34338,3,NA,NA,NA,NA,1,NA,1,1,NA,NA
brazil,passo fundo,-28.2622601,-52.4102795,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,197798,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA
canada,west vancouver,49.3286251,-123.1601982,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",13,NA,1,NA,NA,2,1,1,2,3,3
india,jamshedpur,22.8045665,86.2028754,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1300000,8,NA,NA,1,NA,1,1,2,NA,1,2
colombia,manizales,5.070275,-75.5138166,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,400136,3,NA,NA,NA,NA,NA,NA,2,1,NA,NA
brazil,vitoria,-20.2976178,-40.2957768,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,359555,3,NA,NA,NA,NA,NA,NA,1,1,1,NA
india,shillong,25.5787726,91.8932535,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,375527,11,NA,NA,NA,NA,3,2,1,3,1,1
turkey,ankara,39.9333635,32.8597419,Asia,Western Asia,Developing economies,27879,2.26E+12,0.807,0.175726,3716000,29,NA,NA,2,3,5,1,2,5,8,3
mexico,santiago de queretaro,20.5887932,-100.3898881,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,"NA",3,NA,NA,NA,NA,NA,NA,1,1,NA,1
kazakhstan,nur-sultan,51.1605227,71.4703558,Asia,Central Asia,Transition economies,26491,4.78E+11,0.817,0.0883664,1054480.5,10,NA,NA,NA,1,1,1,2,1,2,2
mexico,leon,21.1250077,-101.6859605,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,1488000,11,NA,NA,NA,3,NA,1,2,2,3,NA
united states,east grand rapids,42.941139,-85.6100277,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,11731,3,NA,NA,NA,NA,NA,NA,1,1,1,NA
united states,azusa,34.1336186,-117.9075627,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,49864,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA
united states,villanova,40.0375832,-75.3491813,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",5,NA,NA,NA,1,1,NA,1,2,NA,NA
united states,ashburnham,42.635545,-71.9097394,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,6210,4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,southborough,42.3056501,-71.5245087,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,10021,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,lake forest,33.6469437,-117.6861023,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,84293,7,NA,NA,NA,NA,NA,NA,1,2,2,2
united states,orem,40.2968979,-111.6946475,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,97839,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,lincolnshire,42.1900249,-87.9084039,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,7336,9,NA,NA,NA,NA,NA,NA,1,2,3,3
united states,elk grove,38.4087993,-121.3716178,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,169743,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA
china,chongqing,29.4315861,106.912251,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,8518000,23,NA,NA,NA,2,2,4,7,4,1,3
united states,bellingham,48.7519112,-122.4786854,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,126015,8,NA,NA,NA,1,2,NA,2,1,1,1
united states,west hartford,41.7620842,-72.7420151,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,63360,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,sioux falls,43.5473028,-96.728333,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,174360,8,NA,NA,1,2,NA,2,1,1,1,NA
united states,fullerton,33.8703645,-117.9242123,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,140721,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA
united states,millcreek,40.6868914,-111.8754907,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,60192,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
india,kozhikode,11.2587531,75.78041,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,953000,8,NA,NA,1,1,NA,3,2,1,NA,NA
united states,klamath falls,42.224867,-121.7816704,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,42463,9,NA,NA,NA,NA,NA,2,4,2,1,NA
united states,fulton county,43.1118737,-74.4994517,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,5820,5,NA,NA,NA,NA,NA,NA,2,1,2,NA
cura̤ao,willemstad,12.1224221,-68.8824233,Americas,Caribbean,Developing economies,27627,4425097204,0.934,1.30343,146813,3,NA,NA,NA,NA,NA,NA,1,1,NA,1
united states,binghamton,42.0986867,-75.9179738,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,150747,8,NA,NA,1,1,1,1,1,1,1,1
united states,pembroke pines,26.007765,-80.2962555,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,168587,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
united states,minot,48.2329668,-101.2922906,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,49884,4,NA,NA,NA,NA,1,1,2,NA,NA,NA
bhutan,thimphu,27.4712216,89.6339041,Asia,Southern Asia,Developing economies,10173,7584701339,0.617,"NA",114551,4,NA,NA,1,NA,NA,1,2,NA,NA,NA
cuba,havana,23.1135925,-82.3665956,Americas,Caribbean,Developing economies,8541,9.69E+10,0.778,-0.379871,2130516.5,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
japan,tsukuba,36.0835255,140.0764454,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,226963,14,NA,NA,NA,1,2,NA,1,6,3,1
taiwan,taichung city,24.1477358,120.6736482,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",2629323,14,NA,NA,NA,NA,NA,NA,4,5,3,2
united states,clarks summit,41.4886892,-75.7085248,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
united states,bethlehem,40.6259316,-75.3704579,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,75707,12,NA,NA,2,2,NA,1,2,2,1,2
malaysia,petaling jaya,3.1278871,101.5944885,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,215152,7,NA,NA,NA,NA,NA,NA,2,1,3,1
united states,fridley,45.0860765,-93.2632821,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,27853,4,NA,NA,NA,NA,2,NA,1,NA,1,NA
united states,essex county,40.7483499,-74.3232194,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,20387,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,westlake village,34.1466467,-118.8073729,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8440,8,NA,NA,NA,NA,NA,1,2,2,2,1
united states,mcallen,26.2034071,-98.2300124,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,142212,5,NA,NA,NA,NA,NA,1,2,2,NA,NA
united states,tarrytown,41.0762077,-73.8587461,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,11572,4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,soldotna,60.4877778,-151.0583332,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,7304,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
brazil,brasilia,-15.826691,-47.9218204,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,2977216,11,NA,NA,1,NA,1,NA,4,3,1,1
united states,manchester,42.9956397,-71.4547891,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,110506,14,NA,NA,1,1,2,NA,4,1,3,2
united states,normal,40.5142026,-88.9906312,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,54284,8,NA,NA,NA,NA,NA,1,2,3,1,1
united states,charlottesville,38.0293059,-78.4766781,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,102016,14,NA,1,NA,1,3,3,3,2,1,NA
india,rohtak,28.8955152,76.606611,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,317245,6,NA,NA,NA,NA,NA,NA,1,1,1,3
united states,placentia,33.8710729,-117.8627548,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,52157,4,NA,NA,NA,NA,NA,NA,1,1,1,1
united states,reno,39.5296329,-119.8138027,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,245255,20,NA,NA,NA,NA,3,5,5,3,3,1
united states,torreon,35.2081694,-82.2384479,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",3,NA,NA,NA,NA,NA,NA,1,1,NA,1
colombia,medellin,6.2486069,-75.5742467,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,2529403,15,NA,1,1,1,NA,1,2,1,5,3
japan,minamisaku district,36.0119803,138.5187229,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
japan,chiyoda city,35.6940309,139.7537719,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",8,NA,NA,NA,NA,NA,1,2,1,2,2
taiwan,changhua county,24.0517963,120.5161352,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",750000,3,NA,NA,NA,NA,NA,NA,1,1,1,NA
canada,st. john's,47.5615096,-52.7125768,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,110999,9,NA,NA,NA,3,3,1,1,NA,NA,1
kazakhstan,taraz,42.8983715,71.3979891,Asia,Central Asia,Transition economies,26491,4.78E+11,0.817,0.0883664,356808,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
south korea,yongin-si,37.2410864,127.1775537,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,"NA",5,NA,NA,NA,2,2,NA,1,NA,NA,NA
mexico,valladolid,20.68964,-88.2022488,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,48479,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
india,visakhapatnam,17.6868159,83.2184815,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1529000,8,NA,NA,NA,NA,1,1,2,1,2,1
united states,dayton,39.7589478,-84.1916069,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,140489,10,NA,NA,NA,NA,1,1,3,1,2,2
united states,tahoe city,39.1677134,-120.1451812,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",2,NA,NA,NA,NA,NA,NA,1,1,NA,NA
united states,college station,30.627977,-96.3344068,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,112141,9,NA,NA,NA,NA,1,1,1,4,1,1
macao,macapa,22.1980994,113.5435639,Asia,Eastern Asia,Developing economies,114000,7.18E+10,"NA","NA",667400,5,NA,NA,NA,NA,NA,NA,2,2,1,NA
taiwan,taipei city,25.0287024,121.5769572,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",2646204,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
philippines,cagayan de oro,8.4542363,124.6318977,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,675950,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
united states,danbury,41.394817,-73.4540111,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,177177,3,NA,NA,NA,NA,1,NA,1,NA,1,NA
costa rica,heredia,9.9981413,-84.1197643,Americas,Central America,Developing economies,16976,84031346801,0.794,0.237988,140131,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
united states,auburn,32.6098566,-85.4807825,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,89577,5,NA,NA,1,NA,2,NA,2,NA,NA,NA
